SNo,Cluster Code,School Name,Region name,School category,School Management,Location,School type,Number of students,Boys,Girls,Male teachers,Female teachers
869,19170101704,HALSHI BAGAN F.P. SCHOOL,WARD-15,Primary,Department of Education,Urban,Co-Educational,26,18,44,3,1
870,19170101705,HINDI SHIKSHA SADAN,WARD-15,Primary,Department of Education,Urban,Co-Educational,20,21,41,3,0
871,19170101706,MANICKTOLA HIGH SCHOOL (PRY),WARD-15,Primary,Department of Education,Urban,Co-Educational,35,31,66,0,5
872,19170101708,SHREE BISHWA NATH VIDYALAYA,WARD-15,Primary,Department of Education,Urban,Co-Educational,22,22,44,3,0
873,19170101718,SHRI CHANDRA SHEKHAR VID.MANDI,WARD-15,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,60,83,143,6,3
874,19170101710,ULTADANGA UNITED GIRLS HIGH SC,WARD-15,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,52,52,0,11
875,19170101709,ULTADANGA UNITED GIRLS PR.SCHO,WARD-15,Primary,Department of Education,Urban,Co-Educational,36,43,79,1,5
876,19170110220,K.M.C.P.SCH (D) 81 RAJA S.C.MU,WARD-99,Primary,Local body,Urban,Co-Educational,23,20,43,1,0
,,Cluster Code & Name:,1917010020,HINDI ACADEMY,,,,,,,,
877,19170111701,KEORAPUKUR C.N.I. BOYS H.SCHOO,WARD-114,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,316,0,316,6,0
878,19170111802,PUTTARY BRAJAMOHAN TEWARY INS.,WARD-115,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,388,0,388,34,7
879,19170111816,SHRI RITAM VIDYAPITH,WARD-115,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,16,4
880,19170111911,BIJRAJ K.M.C.P.SCH,WARD-116,Primary,Local body,Urban,Co-Educational,41,37,78,1,2
881,19170111913,BIVABATI VIDYAMANDIR,WARD-116,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,4,4
882,19170111914,SARBAJANIK HINDI JR. HIGH SCHOOL,WARD-116,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,4,1
883,19170111912,SISHU UDYAN,WARD-116,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,6
884,19170112012,CALCUTTA GRAMMAR SCHOOL,WARD-117,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,3
885,19170112001,SAHAPUR GIRLS HIGH SCHOOL,WARD-117,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,457,457,0,21
886,19170112112,BIDYA MANDIR,WARD-118,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,4
887,19170112111,SAHAPUR ADARSHAPALLI S.N.S.BHAWAN,WARD-118,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,10
888,19170112102,SAHAPUR HARENDRANATH VIDYAPITH,WARD-118,Primary,Department of Education,Urban,Co-Educational,74,9,83,0,5
889,19170112207,SHIKSHA BHAVAN,WARD-119,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,5
890,19170112313,BEHALA BIKASAN,WARD-120,Primary,Tribal/Social Welfare Dept.,Urban,Co-Educational,23,10,33,3,7
891,19170112310,GHOLSAPUR K.M.C.P.SCH,WARD-120,Primary,Local body,Urban,Co-Educational,26,27,53,0,2
892,19170112301,JAGATPUR RUKMINI VIDM F. GIRLS,WARD-120,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,291,291,0,29
893,19170112311,ORIENT DAY SCHOOL,WARD-120,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,16,51
State Name :,WEST BENGAL,,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:
894,19170112408,ATHARABINGHA K.M.C.P.SCH,,WARD-121,Primary,Local body,Urban,Co-Educational,50,37,87,2
895,19170112412,GURUKUL VIDYAMANDIR,,WARD-121,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
896,19170112510,MURADPUR K.M.C.P.SCH,,WARD-122,Primary,Local body,Urban,Co-Educational,39,43,82,3
897,19170112511,SHAISHAV,,WARD-122,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1
898,19170112513,ST. JOHN ENGLISH MEDIUM SCHOOL,,WARD-122,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,3
899,19170112621,BAIDYAPARA K.M.C.P.SCH,,WARD-123,Primary,Local body,Urban,Co-Educational,56,66,122,1
900,19170112608,BARISHA ASAR VIDYAPITH,,WARD-123,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,143,0,143,14
901,19170112607,BARISHA JANAKL VIDY. FOR GIRLS,,WARD-123,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,234,234,0
902,19170112622,BARISHA PATH TIRTHA,,WARD-123,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
903,19170112601,BARISHA SASHIBHUSAN JANAKALYAN VID,,WARD-123,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,643,0,643,21
904,19170112623,JANAKALYAN SISHU BIKAS,,WARD-123,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1
905,19170112630,REHABILIATION CENTRES FOR CHILDREN,,WARD-123,Primary,Tribal/Social Welfare Dept.,Urban,Co-Educational,391,225,616,0
906,19170112624,ST. FLORENCE SCHOOL,,WARD-123,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1
907,19170112702,GOUR NAGAR HIGH SCHOOL,,WARD-124,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,289,198,487,14
908,19170112716,RAMKRISHNA SIKSHA NIKETAN,,WARD-124,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
909,19170112715,SHANTI NIKETAN JUNIOR HIGH SCH,,WARD-124,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,4
910,19170112717,VIVEKANANDA PRATHAMIK VIDYALAYA,,WARD-124,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
911,19170103127,BANI BHAWAN URBAN JR.BASIC SCH,,WARD-28,Primary,Department of Education,Urban,Co-Educational,11,67,78,0
912,19170103128,BENGAL SOCIAL SER LEAGUE PRY.,,WARD-28,Primary,Department of Education,Urban,Co-Educational,11,11,22,2
913,19170104101,ARYA KANJA MAHAVIDYALAYA(PRY.),,WARD-38,Primary,Department of Education,Urban,Girls only,0,299,299,0
914,19170104118,ARYA KANYA MAHAVIDYALAY H.S.,,WARD-38,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,542,542,0
915,19170104115,BIDYARTHI MONDAL GIRLS HIGH SC,,WARD-38,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,18,18,0
916,19170104119,BRAHMO BOY'S,SCHOOL,WARD-38,Primary,Department of Education,Urban,Co-Educational,26,20,46,2
917,19170104106,FAIZ MD DAY PRY. SCHOOL,,WARD-38,Primary,Department of Education,Urban,Co-Educational,194,152,346,15
918,19170104104,HARIJAN JAGJIWAN VIDYAPITH,,WARD-38,Primary,Department of Education,Urban,Co-Educational,29,41,70,2
919,19170104112,HINDU ACADEMY,,WARD-38,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,47,0,47,6
920,19170104123,KESHAB SEN S.S.K.,,WARD-38,Primary,Local body,Urban,Co-Educational,24,42,66,0
921,19170104120,METROPOLITAN INS.( M)G. H.S.,,WARD-38,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,44,44,0
922,19170104107,METROPOLITAN INS.( MAIN)BOYS S,,WARD-38,Primary,Department of Education,Urban,Boys only,256,0,256,2
923,19170104111,METROPOLITAN INS.( MAIN)GIRLS,,WARD-38,Primary,Department of Education,Urban,Co-Educational,14,32,46,2
924,19170104124,METROPOLITON INST. (MAIN) BOYS,,WARD-38,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,302,0,302,22
925,19170104122,PARSI BAGAN HIGH SCHOOL FOR GIRLS,,WARD-38,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,345,345,1
926,19170104109,SHREE RAM EKBAL VIDYALAYA,,WARD-38,Primary,Department of Education,Urban,Co-Educational,29,18,47,4
"15, February 2013 02:38 PM",,,,,©NUEPA New Delhi,,,,,,Page 29 of 86,
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
927,19170104110,SHRI HANUMAN VIDYALAYA,WARD-38,Primary,Department of Education,Urban,Co-Educational,18,26,44,3,1
928,19170104308,LADY ABALA BOSE BALIKA VID,WARD-40,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,128,128,0,4
,,Cluster Code & Name:,1917010002,HRISHI BANKIM VIDYAPITH,,,,,,,,
929,19170101629,VIVEKANANDA SIKSHA SADAN,WARD-14,Primary,Department of Education,Urban,Co-Educational,10,12,22,1,3
930,19170102223,GYAN BHARATI BALIKA VIDYALAYA,WARD-20,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Girls only,0,229,229,0,26
931,19170100303,AMARBANI BALIKA VIDYA MANDIR,WARD-3,Primary,Department of Education,Urban,Co-Educational,7,8,15,2,1
932,19170100310,KHALSA PRIMARY SCHOOL,WARD-3,Primary,Department of Education,Urban,Co-Educational,23,22,45,3,0
933,19170100335,PAIKPARA RAMKRISHNA VID(BOYS),WARD-3,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,61,0,61,11,0
934,19170100333,PAIKPARA RAMKRISHNA VID(GIRLS),WARD-3,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,104,104,1,9
935,19170100314,RAM KRISHNA VIDYAI AYA,WARD-3,Primary,Department of Education,Urban,Co-Educational,50,68,118,3,3
936,19170100332,SAHEED SMRITI VIDYALAYA,WARD-3,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,72,0,72,9,1
937,19170100317,SAHEED SMRITI VIDYALAYA,WARD-3,Primary,Department of Education,Urban,Co-Educational,12,7,19,1,3
938,19170100323,SHREE SHARADA SHANTI NIKETAN,WARD-3,Primary,Department of Education,Urban,Co-Educational,118,105,223,5,0
939,19170100318,SILPAKALA SIKSHA MANDIR,WARD-3,Primary,Department of Education,Urban,Co-Educational,37,26,63,5,0
940,19170100330,SILPAKALA SIKSHA MANDIRB. HIGH,WARD-3,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,57,0,57,7,1
941,19170100331,SILPAKALA SIKSHA MANDIRG.HIGHS,WARD-3,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,90,90,0,10
942,19170103434,"24B,KANKURGACHI 2ND LANE KMCP",WARD-31,Primary,Department of Education,Urban,Co-Educational,18,15,33,1,1
943,19170103407,ABHINAV SHIKSHA YATAN,WARD-31,Primary,Department of Education,Urban,Co-Educational,84,66,150,5,1
944,19170103416,JYAN DEEP BALIKA VIDYALAYA,WARD-31,Primary,Department of Education,Urban,Co-Educational,46,33,79,2,2
945,19170103426,K.M.C.89 N.M.ROAD (DAY),WARD-31,Primary,Local body,Urban,Co-Educational,100,84,184,2,4
946,19170103424,K.M.C.P.SCHOOL C.I.T.PARK,WARD-31,Primary,Local body,Urban,Co-Educational,49,57,106,3,3
947,19170103435,NEW NATIONAL HIGH SCHOOL(B),WARD-31,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,576,0,576,8,5
948,19170103436,NEW NATIONAL HIGH SCHOOL(G),WARD-31,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,526,526,0,11
949,19170103417,PURBA KALIKATA ORIYA JR. HS. S,WARD-31,Upper Primary only,Department of Education,Urban,Co-Educational,80,69,149,4,0
950,19170103414,SRI BALIKRISHNA VIDYALAYA,WARD-31,Primary,Department of Education,Urban,Co-Educational,85,115,200,4,3
951,19170103433,SUBHAS VID GIRLS HIGH SCHOOL,WARD-31,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,95,95,0,11
952,19170103520,ALAKENDU BODH NIKETAN,WARD-32,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,5
953,19170103515,K.M.C.P.SCHOOL 4RAMA KANTA SEN,WARD-32,Primary,Local body,Urban,Co-Educational,33,52,85,4,3
954,19170103519,PURWANCHAL VIDYAMANDIR,WARD-32,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,3,47
955,19170100403,AGRANI SIKSHA NIKATAN,WARD-4,Primary,Department of Education,Urban,Co-Educational,4,2,6,0,1
956,19170100404,AMBEDKAR GSFP SCHOOL,WARD-4,Primary,Department of Education,Urban,Co-Educational,10,10,20,0,2
957,19170100406,BANI SIKSHA SADAN,WARD-4,Primary,Department of Education,Urban,Co-Educational,11,11,22,0,2
958,19170100429,CENTRAL MODERN SCHOOL,WARD-4,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,80,55,135,2,8
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
959,19170100424,DUM DUM RD GOUT SPND HIGH SCHO,WARD-4,Pr. with Up.Pr. & sec./H.Sec.,Department of Education,Urban,Girls only,0,977,977,0,31
960,19170100408,HRISHI BANKIM VIDYAPITH(DAY),WARD-4,Primary,Department of Education,Urban,Co-Educational,12,21,33,0,4
961,19170100407,HRISHI BANKIM VIDYAPITH(U-2),WARD-4,Primary,Department of Education,Urban,Co-Educational,45,33,78,1,3
962,19170100422,JANATA HINDI JUNIOR H SCHOOL,WARD-4,Upper Primary only,Department of Education,Urban,Co-Educational,19,47,66,3,0
963,19170100401,JANATA HINDI SCHOOL,WARD-4,Primary,Department of Education,Urban,Co-Educational,75,67,142,3,1
964,19170100411,NABADWIP ROY SMRITY PR. VIDYAL,WARD-4,Primary,Department of Education,Urban,Co-Educational,16,20,36,0,3
965,19170100409,NATUN PATHSHALA,WARD-4,Primary,Department of Education,Urban,Co-Educational,46,51,97,2,3
966,19170100412,PAIKPARA SHIKSHAYATAN,WARD-4,Primary,Department of Education,Urban,Co-Educational,18,27,45,1,3
967,19170100415,SUBHAS MORE PRA. VIDYALAYA,WARD-4,Primary,Department of Education,Urban,Co-Educational,10,8,18,3,0
968,19170100418,VIJAY LAKSHMI ADARSHA H. VID.,WARD-4,Primary,Department of Education,Urban,Co-Educational,62,64,126,5,1
969,19170104418,SARASWAT KSHATRIYA VDM (ENG MD),WARD-41,Primary,Pvt. Unaided,Urban,Co-Educational,21,2,23,0,5
970,19170104614,AL-HODA EDUCATION & WELFARE SOCIETY,WARD-43,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Boys only,0,0,0,10,0
971,19170105014,ST. MICHAEL'S ACADEMY,WARD-47,Up. Primary with sec./H.sec,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,20
972,19170105315,IDEAL SCHOOL FOR THE DEAF,WARD-50,Primary with Upper Primary,Others,Urban,Co-Educational,41,21,62,4,6
973,19170105715,JADEED PRIMARY SCHOOL,WARD-54,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,3
974,19170105924,PRAYAG SISHU NIKETAN,WARD-56,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,4
975,19170106419,JAHANGIR MEMORIAL SCHOOL,WARD-61,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,4
976,19170109311,SEVASREE VIDYALAYA,WARD-90,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,7
977,19170110026,MANSUR HABIBULLAH MEMORIAL SCH,WARD-97,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,6,35
,,Cluster Code & Name:,1917010048,JANATA VIDYALAYA,,,,,,,,
978,19170114212,MATIA BRUZ BOYS' PRY SCHOOL,WARD-139,Primary,Department of Education,Urban,Boys only,154,0,154,3,3
979,19170103904,GANDHI VIDYALAYA,WARD-36,Primary,Department of Education,Urban,Co-Educational,42,36,78,3,2
980,19170103905,JANATA VIDYALAYA,WARD-36,Primary,Department of Education,Urban,Co-Educational,68,60,128,3,2
981,19170103907,KHANNA HIGH SCHOOL,WARD-36,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,660,0,660,13,4
982,19170103913,KHANNA HIGH SCHOOL FOR GIRLS,WARD-36,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,824,824,0,16
983,19170103903,KHANNA PRY SCHOOL,WARD-36,Primary,Department of Education,Urban,Co-Educational,149,162,311,4,6
984,19170103906,RAMKRISHNA VIDYALAYA,WARD-36,Primary,Department of Education,Urban,Co-Educational,33,44,77,3,3
985,19170103912,SREE BALESHWAR VID.JR. HIGH SCH,WARD-36,Upper Primary only,Department of Education,Urban,Co-Educational,124,87,211,3,1
986,19170103902,SRI BALESHWAR VID,WARD-36,Primary,Department of Education,Urban,Co-Educational,82,55,137,4,2
987,19170105808,BAPTIST GIRLS H.S SCHOOL,WARD-55,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,200,200,0,15
988,19170105816,BAPTIST GIRL'S SCHOOL(PRY),WARD-55,Primary,Department of Education,Urban,Co-Educational,8,43,51,0,3
989,19170105821,CAMBRIDGE ENGLISH SCHOOL,WARD-55,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,7
990,19170105811,CAREY HIGH SCHOOL,WARD-55,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,42,0,42,8,4
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
991,19170105809,CAREY HIGH SCHOOL PRY,WARD-55,Primary,Department of Education,Urban,Co-Educational,36,22,58,0,2
992,19170105802,ENTALLY H.B VID.MAN,WARD-55,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,177,177,0,20
993,19170105810,ENTALY HND BLK. VIDYAMANDIR,WARD-55,Primary,Department of Education,Urban,Co-Educational,18,103,121,1,4
994,19170105822,JOSEPH DAY SCHOOL,WARD-55,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,9
995,19170105801,KAILASH C.F.H.G SCHOOL,WARD-55,Primary,Department of Education,Urban,Co-Educational,33,78,111,4,4
996,19170105813,KAILASH CHANDRA H.G.H.S.,WARD-55,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,26,26,0,6
997,19170105825,SHREE SHARADA BALIKA VIDYALAYA,WARD-55,Primary,Pvt. Unaided,Urban,Co-Educational,11,15,26,4,0
998,19170105814,SHREE SHARADA VIDYALAYA,WARD-55,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,189,0,189,5,6
999,19170105806,SHRI GANDHI VIDYALAYA,WARD-55,Primary,Department of Education,Urban,Co-Educational,78,73,151,5,1
1000,19170105803,SRAMIK SISHU GSFP,WARD-55,Primary,Department of Education,Urban,Co-Educational,46,51,97,4,1
1001,19170105805,SREE SARADA PRY PATH,WARD-55,Primary,Department of Education,Urban,Co-Educational,71,46,117,2,3
1002,19170106011,CHITTARANJAN ADARSSHA,WARD-57,Primary,Department of Education,Urban,Co-Educational,43,39,82,1,2
1003,19170106008,ISHAN CH. PRATHAMIK VID,WARD-57,Primary,Department of Education,Urban,Co-Educational,17,21,38,2,0
1004,19170106024,RAMCHARAN VIDYALAYA(SRI R.K.S.,WARD-57,Primary,Department of Education,Urban,Co-Educational,13,5,18,2,1
,,Cluster Code & Name:,1917010061,JUDGE ABDUL BARI GIRLS PR,,,,,,,,
1005,19170113913,HEMONTA S.S.K.,WARD-136,Primary,Local body,Urban,Co-Educational,32,44,76,0,2
1006,19170113912,JUDGE A.BARI GIRLS' PRY SCHOOL,WARD-136,Primary,Department of Education,Urban,Girls only,0,472,472,0,12
1007,19170113914,KALIKRISHNA GHOSH S.S.K.,WARD-136,Primary,Local body,Urban,Co-Educational,33,29,62,0,2
1008,19170113910,MOULANA MD.ALI JAUHAR(G) JR.SC,WARD-136,Upper Primary only,Pvt. Unaided,Urban,Girls only,0,0,0,0,10
1009,19170113911,MOULANA MD.ALI JAUHAR(G)PRY SC,WARD-136,Primary,Pvt. Unaided,Urban,Girls only,0,0,0,0,5
1010,19170114003,HAJI RAISUDDIN GIRLS G.S.F.P SCHOOL,WARD-137,Primary,Department of Education,Urban,Co-Educational,149,119,268,4,5
1011,19170114005,K.C.MILLS PRY. SCHOOL,WARD-137,Primary,Pvt. Aided,Urban,Co-Educational,282,250,532,1,0
1012,19170114004,MATIABRUJ FREE PRIMARY SCHOOL (BNG),WARD-137,Primary,Department of Education,Urban,Co-Educational,66,47,113,1,3
1013,19170114001,MATIABURJ HIGH SCHOOL,WARD-137,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,1236,0,1236,35,2
1014,19170114110,AMIR KHUSRU S.S.K.,WARD-138,Primary,Local body,Urban,Co-Educational,40,65,105,0,2
1015,19170114109,ASHAFAKULLAH SHAHEED S.S.K.,WARD-138,Primary,Local body,Urban,Co-Educational,49,58,107,0,2
1016,19170114111,KAZI NAZRUL ISLAM S.S.K.,WARD-138,Primary,Local body,Urban,Co-Educational,15,10,25,0,2
1017,19170114101,PANCHPARA G.S.F.P SCHOOL,WARD-138,Primary,Department of Education,Urban,Co-Educational,68,86,154,1,2
1018,19170114102,SHARMIK HINDI TELGU VIDYALAYA,WARD-138,Primary,Department of Education,Urban,Co-Educational,134,109,243,12,1
1019,19170114220,ANANDA NIKETAN S.S.K.,WARD-139,Primary,Local body,Urban,Co-Educational,40,38,78,0,2
1020,19170114214,GAZIPARA PRIMARY SCHOOL,WARD-139,Primary,Department of Education,Urban,Co-Educational,162,181,343,3,8
1021,19170114222,GHAZIPARA GIRLS M.S.K,WARD-139,Upper Primary only,Others,Urban,Girls only,0,520,520,0,6
1022,19170114203,HAJI RATAN MULTIPURPOSE H.S.,WARD-139,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,333,283,616,11,9
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
1023,19170114204,HAZIRATAN G.S.F.P. SCHOOL,WARD-139,Primary,Department of Education,Urban,Co-Educational,136,140,276,2,5
1024,19170114213,KASHYAPPARA PRIMARY SCHOOL,WARD-139,Primary,Department of Education,Urban,Co-Educational,47,46,93,2,1
1025,19170114209,MATIA BRUZ GIRL'S PRY. SCHOOL,WARD-139,Primary,Department of Education,Urban,Girls only,0,177,177,1,2
1026,19170114202,MATIABURJ GIRLS HIGH SCHOOL,WARD-139,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,665,665,0,16
1027,19170114211,MONDAL PARA PRIMARY SCHOOL,WARD-139,Primary,Department of Education,Urban,Co-Educational,110,147,257,1,5
1028,19170114210,PAKARIA TALAB PRIMARY SCHOOL,WARD-139,Primary,Department of Education,Urban,Co-Educational,127,51,178,5,0
1029,19170114218,S.A. FAROOQUE G.S.F.P,WARD-139,Primary,Department of Education,Urban,Co-Educational,50,69,119,1,2
1030,19170114206,SEIKH PARA SHIKSHA NIKETAN,WARD-139,Primary,Department of Education,Urban,Co-Educational,97,97,194,2,4
1031,19170114221,SHAH SATTAPIR M.S.K,WARD-139,Upper Primary only,Others,Urban,Co-Educational,127,157,284,5,1
1032,19170114207,SIR SAYED AHMED F.P. SCHOOL(B),WARD-139,Primary,Department of Education,Urban,Co-Educational,139,143,282,5,3
1033,19170114208,SIR SAYED AHMED F.P.SCHOOL(UR),WARD-139,Primary,Department of Education,Urban,Co-Educational,105,95,200,6,1
1034,19170114219,SIR SYED AHMED S.S.K.,WARD-139,Primary,Local body,Urban,Co-Educational,35,35,70,0,2
,,Cluster Code & Name:,1917010051,KASBA JAGADISH VID. BOYS,,,,,,,,
1035,19170110711,ADARSHA BALIKA SIKSHAYATAN,WARD-104,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,692,692,0,41
1036,19170110713,ADARSHA BALIKA SIKSHAYATAN PRI,WARD-104,Primary,Department of Education,Urban,Co-Educational,40,125,165,0,5
1037,19170111121,ANANDALOK SCHOOL,WARD-108,Primary,Others,Urban,Co-Educational,40,40,80,0,3
1038,19170111122,VIP NAGAR KMCP ORIYA,WARD-108,Primary,Local body,Urban,Co-Educational,49,76,125,0,3
1039,19170106202,SRI RAJENDRA VIDYALAYA G.S.F.P,WARD-59,Primary,Department of Education,Urban,Co-Educational,38,46,84,5,1
1040,19170106936,TILJALA LIBRARY ASSOCIATION NCLP,WARD-66,Primary,Others,Urban,Co-Educational,15,35,50,1,2
1041,19170107030,ANNEX CONVENT SCHOOL,WARD-67,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,53,50,103,1,2
